technology,Material,value,source,authors,publish_year,year_of_data
CIGS,Copper,250.0,liang_2022,"McLellan, B. C., Yamasue, E., Tezuka, T., Corder, G., Golev, A., & Giurco, D.",2016,2016
CIGS,Indium,44155.0,liang_2022,"McLellan, B. C., Yamasue, E., Tezuka, T., Corder, G., Golev, A., & Giurco, D.",2016,2020
CIGS,Copper,21.02,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
CIGS,Gadium,2.34,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
CIGS,Indium,18.99,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
CIGS,Indium,9.56,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
CIGS,Gallium,6.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Gallium,8.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Gallium,11.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Indium,23.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Indium,29.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Indium,43.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Selenium,48.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Selenium,67.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Selenium,107.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2010
CIGS,Gallium,2.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Gallium,3.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Gallium,6.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Indium,8.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Indium,12.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Indium,22.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Selenium,15.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Selenium,26.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Selenium,51.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
CIGS,Glass,66700.0,wang_2023,"Rigby et al., 2011",2011,-1
CIGS,Indium,25.0,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2000
CIGS,Indium,30.0,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2000
CIGS,Indium,40.0,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2000
CIGS,Indium,24.1,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2010
CIGS,Indium,29.0,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2010
CIGS,Indium,39.1,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2010
CIGS,Indium,22.6,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2015
CIGS,Indium,27.5,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2015
CIGS,Indium,37.6,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2015
CIGS,Indium,19.6,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2020
CIGS,Indium,24.4,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2020
CIGS,Indium,34.6,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2020
CIGS,Indium,15.0,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2025
CIGS,Indium,19.5,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2025
CIGS,Indium,30.0,liang_2022,"Stamp, A., Wäger, P. A., & Hellweg, S.",2014,2025
CIGS,Gallium,9.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
CIGS,Gallium,2.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CIGS,Gallium,9.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CIGS,Indium,28.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
CIGS,Indium,7.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CIGS,Indium,28.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CIGS,Selenium,161.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
CIGS,Selenium,17.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CIGS,Selenium,161.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
CIGS,Gallium,7.2,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2011
CIGS,Indium,55.5,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2011
CIGS,Cadmium,1.3,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2013
CIGS,Selenium,39.3,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2013
CIGS,Cadmium,1.3,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
CIGS,Gallium,3.2,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
CIGS,Indium,45.0,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
CIGS,Selenium,17.4,liang_2022,"Viebahn, P., Lechon, Y., & Trieb, F.",2015,2025
CIGS,Gadium,11.0,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2011
CIGS,Gadium,10.0,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2019
CIGS,Indium,13.0,liang_2022,"Wang, P., Chen, L. Y., Ge, J. P., Cai, W., & Chen, W. Q.",2019,2019
CIGS,Gallium,5.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2000
CIGS,Indium,27.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2000
CIGS,Selenium,45.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2000
CIGS,Gallium,8.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2010
CIGS,Indium,23.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2010
CIGS,Selenium,45.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2010
CIGS,Gallium,12.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2011
CIGS,Gallium,29.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2011
CIGS,Indium,15.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2011
CIGS,Indium,23.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2011
CIGS,Gallium,8.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2012
CIGS,Indium,83.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2012
CIGS,Indium,23.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2012
CIGS,Gallium,0.12,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
CIGS,Indium,5.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
CIGS,Indium,23.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2014
CIGS,Indium,28.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2014
CIGS,Indium,38.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2014
CIGS,Gallium,2.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Gallium,4.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Gallium,9.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Gallium,124.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Indium,7.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Indium,13.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Indium,28.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Indium,55.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Molybdenum,1.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Selenium,17.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Selenium,41.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Selenium,161.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Selenium,110.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
CIGS,Indium,23.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2016
CIGS,Selenium,45.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2016
CIGS,Copper,17.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
CIGS,Copper,450.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
CIGS,Gallium,6.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
CIGS,Indium,84.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
CIGS,Selenium,84.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2017
CIGS,Copper,233.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CIGS,Gallium,19.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CIGS,Indium,31.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CIGS,Selenium,61.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2019
CIGS,Gallium,7.5,liang_2022,"Watari, T., McLellan, B. C., Ogata, S., & Tezuka, T. ",2018,2012
CIGS,Indium,23.0,liang_2022,"Watari, T., McLellan, B. C., Ogata, S., & Tezuka, T. ",2018,2012
CIGS,Selenium,45.0,liang_2022,"Watari, T., McLellan, B. C., Ogata, S., & Tezuka, T. ",2018,2016
CIGS,Indium,23.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2017
CIGS,Gallium,5.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2017
CIGS,Selenium,45.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2017
CIGS,Indium,12.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2020
CIGS,Gallium,3.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2020
CIGS,Selenium,26.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2020
CIGS,Indium,10.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2025
CIGS,Gallium,2.7,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2025
CIGS,Selenium,22.0,liang_2022,"Zhou, Y., Li, J., Rechberger, H., Wang, G., Chen, S., Xing, W., & Li, P.",2020,2025
Coal,Nickel,8.0,wang_2023,Albers et al 1976,1976,-1
Coal,Manganese,199.0,wang_2023,Albers et al 1976,1976,-1
Coal,Copper,471.0,wang_2023,Albers et al 1976,1976,-1
Coal,Cement,10572.0,wang_2023,Albers et al 1976,1976,-1
Coal,Cement,16403.0,wang_2023,Albers et al 1976,1976,-1
Coal,Steel,44425.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Nickel,11.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Manganese,124.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Copper,500.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Copper,538.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Cement,4668.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Cement,6749.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Cement,11315.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Cement,16361.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Aluminum,281.0,wang_2023,El-Bassioni 1980,1980,-1
Coal,Steel,51340.0,wang_2023,Spath et al 1999,1999,-1
Coal,Cement,16372.0,wang_2023,Spath et al 1999,1999,-1
Coal,Cement,25401.0,wang_2023,Spath et al 1999,1999,-1
Coal,Aluminum,419.0,wang_2023,Spath et al 1999,1999,-1
Coal,Steel,62200.0,wang_2023,Tahara et al 1997,1997,-1
Coal,Cement,18389.0,wang_2023,Tahara et al 1997,1997,-1
Coal,Cement,28531.0,wang_2023,Tahara et al 1997,1997,-1
Coal,Aluminum,624.0,wang_2023,Tahara et al 1997,1997,-1
Coal,Nickel,10.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal,Manganese,112.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal,Copper,454.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal,Cement,7658.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal,Cement,11881.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal,Aluminum,255.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal CCS,Nickel,8.0,wang_2023,Albers et al 1976,1976,-1
Coal CCS,Manganese,199.0,wang_2023,Albers et al 1976,1976,-1
Coal CCS,Copper,565.0,wang_2023,Albers et al 1976,1976,-1
Coal CCS,Cement,16175.0,wang_2023,Albers et al 1976,1976,-1
Coal CCS,Cement,25096.0,wang_2023,Albers et al 1976,1976,-1
Coal CCS,Steel,67695.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Nickel,11.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Manganese,124.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Copper,600.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Copper,645.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Cement,7141.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Cement,10326.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Cement,17313.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Cement,25033.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Aluminum,281.0,wang_2023,El-Bassioni 1980,1980,-1
Coal CCS,Steel,78550.0,wang_2023,Spath et al 1999,1999,-1
Coal CCS,Cement,25049.0,wang_2023,Spath et al 1999,1999,-1
Coal CCS,Cement,38864.0,wang_2023,Spath et al 1999,1999,-1
Coal CCS,Aluminum,419.0,wang_2023,Spath et al 1999,1999,-1
Coal CCS,Steel,95166.0,wang_2023,Tahara et al 1997,1997,-1
Coal CCS,Cement,9814.0,wang_2023,Tahara et al 1997,1997,-1
Coal CCS,Cement,43653.0,wang_2023,Tahara et al 1997,1997,-1
Coal CCS,Aluminum,624.0,wang_2023,Tahara et al 1997,1997,-1
Coal CCS,Steel,61648.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal CCS,Nickel,10.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal CCS,Manganese,112.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal CCS,Copper,545.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal CCS,Cement,11716.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal CCS,Cement,18178.0,wang_2023,White + Kulcinski 1998,1998,-1
Coal CCS,Aluminum,255.0,wang_2023,White + Kulcinski 1998,1998,-1
utility-scale solar pv,Copper,7000.0,wang_2023,BBF Associates 2011,2011,2010
utility-scale solar pv,Aluminum,38500.0,wang_2023,Bodeker et al 2010,2010,-1
utility-scale solar pv,Silicon,4.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
utility-scale solar pv,Silver,20.0,liang_2022,"Carrara S, Dias, P., Plazzotta, B., & Pavel., C.",2020,2018
utility-scale solar pv,Silver,35.6,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
utility-scale solar pv,Silicon,6629.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2014
utility-scale solar pv,Silver,11.0,liang_2022,"Davidsson, S., & Höök, M. ",2017,2025
utility-scale solar pv,Silver,80.0,liang_2022,"Elshkaki, A., & Shen, L.",2019,2019
utility-scale solar pv,Lead,5.53,liang_2022,"Fizaine, F., & Court, V.",2015,2015
utility-scale solar pv,Lead,6.32,liang_2022,"Fizaine, F., & Court, V.",2015,2015
utility-scale solar pv,Nickel,1.3,liang_2022,"Fizaine, F., & Court, V.",2015,2015
utility-scale solar pv,Silver,59.0,liang_2022,"Fizaine, F., & Court, V.",2015,2015
utility-scale solar pv,Silver,68.17,liang_2022,"Fizaine, F., & Court, V.",2015,2015
utility-scale solar pv,Copper,825.0,liang_2022,"Fizaine, F., & Court, V.",2015,2019
utility-scale solar pv,Copper,943.0,liang_2022,"Fizaine, F., & Court, V.",2015,2019
utility-scale solar pv,Silicon,2930.0,wang_2023,"Fthenakis et al., 2011",2011,-1
utility-scale solar pv,Silicon,3450.0,wang_2023,"Fthenakis et al., 2011",2011,-1
utility-scale solar pv,Glass,53400.0,wang_2023,"Fthenakis et al., 2011",2011,-1
utility-scale solar pv,Steel,56000.0,wang_2023,IRENA 2017,2017,-1
utility-scale solar pv,Silicon,7000.0,wang_2023,IRENA 2017,2017,-1
utility-scale solar pv,Glass,70000.0,wang_2023,IRENA 2017,2017,-1
utility-scale solar pv,Copper,7000.0,wang_2023,IRENA 2017,2017,-1
utility-scale solar pv,Cement,4847.0,wang_2023,IRENA 2017,2017,-1
utility-scale solar pv,Cement,7520.0,wang_2023,IRENA 2017,2017,-1
utility-scale solar pv,Aluminum,19000.0,wang_2023,IRENA 2017,2017,-1
utility-scale solar pv,Cement,6497.0,wang_2023,Jean et al 2015,2015,-1
utility-scale solar pv,Cement,10080.0,wang_2023,Jean et al 2015,2015,-1
utility-scale solar pv,Silicon,3347.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
utility-scale solar pv,Silicon,638.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
utility-scale solar pv,Silicon,2882.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
utility-scale solar pv,Silicon,6629.0,liang_2022,"Kavlak, G., McNerney, J., Jaffe, R. L., & Trancik, J. E.",2015,2015
utility-scale solar pv,Silver,54.8125,liang_2022,"Li, W., & Adachi, T. ",2019,2018
utility-scale solar pv,Silver,38.36875,liang_2022,"Li, W., & Adachi, T. ",2019,2018
utility-scale solar pv,Silver,32.53125,liang_2022,"Li, W., & Adachi, T. ",2019,2018
utility-scale solar pv,Silver,29.45625,liang_2022,"Li, W., & Adachi, T. ",2019,2018
utility-scale solar pv,Silver,10.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2012
utility-scale solar pv,Copper,884.0,liang_2022,"Månberger, A., & Stenqvist, B.",2018,2018
utility-scale solar pv,Steel,55900.0,wang_2023,Mason et al 2006,2006,-1
utility-scale solar pv,Copper,7530.0,wang_2023,Mason et al 2006,2006,-1
utility-scale solar pv,Cement,6775.0,wang_2023,Mason et al 2006,2006,-1
utility-scale solar pv,Cement,10512.0,wang_2023,Mason et al 2006,2006,-1
utility-scale solar pv,Aluminum,19000.0,wang_2023,Mason et al 2006,2006,-1
utility-scale solar pv,Aluminum,10953.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
utility-scale solar pv,Copper,2741.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
utility-scale solar pv,Lead,336.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
utility-scale solar pv,Magnesium,53.5,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
utility-scale solar pv,Silicon,3653.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
utility-scale solar pv,Silver,24.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
utility-scale solar pv,Tin,577.0,liang_2022,"Moss, R. L., Tzimas, E., Kara, H., Willis, P., & Kooroshy, J.",2013,2013
utility-scale solar pv,Silver,13.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
utility-scale solar pv,Silver,15.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
utility-scale solar pv,Silver,18.0,liang_2022,"Nassar, N. T., Wilburn, D. R., & Goonan, T. G.",2016,2020
utility-scale solar pv,Glass,66700.0,wang_2023,"Rigby et al., 2011",2011,-1
utility-scale solar pv,Nickel,1.0,wang_2023,Rischknecht et al 2015,2015,-1
utility-scale solar pv,Silver,84.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2010
utility-scale solar pv,Silicon,6630.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
utility-scale solar pv,Silver,36.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2017,2015
utility-scale solar pv,Silver,19.0,liang_2022,"Tokimatsu, K., Wachtmeister, H., McLellan, B., Davidsson, S., Murakami, S., Höök, M., ... & Nishio, M.",2018,2015
utility-scale solar pv,Silver,36.0,liang_2022,"Valero, A., Valero, A., Calvo, G., Ortego, A., Ascaso, S., & Palacios, J. L.",2018,2015
utility-scale solar pv,Copper,300.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
utility-scale solar pv,Nickel,1.1,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
utility-scale solar pv,Silicon,3653.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
utility-scale solar pv,Silver,19.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
utility-scale solar pv,Silver,10.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
utility-scale solar pv,Silver,20.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2013
utility-scale solar pv,Silver,80.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2014
utility-scale solar pv,Lead,6.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
utility-scale solar pv,Nickel,1.3,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
utility-scale solar pv,Silicon,6630.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
utility-scale solar pv,Silver,4.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
utility-scale solar pv,Silver,47.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
utility-scale solar pv,Silver,57.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
utility-scale solar pv,Silver,17.0,liang_2022,"Watari, T., McLellan, B. C., Giurco, D., Dominish, E., Yamasue, E., & Nansai, K.",2019,2015
